,0,1
0,30.87833595275879,3.0748772621154785
1,29.403860092163086,2.9613311290740967
2,28.421358108520508,2.73833966255188
3,27.833438873291016,2.6382272243499756
4,27.371877670288086,2.5476887226104736
5,26.873088836669922,2.5232603549957275
6,26.434289932250977,2.5282390117645264
7,26.07670021057129,2.542854070663452
8,25.817834854125977,2.504913568496704
9,25.55386734008789,2.4510159492492676
10,25.35643768310547,2.391388177871704
11,25.180347442626953,2.336968183517456
12,25.005695343017578,2.224666118621826
13,24.81438446044922,2.135221004486084
14,24.68991470336914,2.087918996810913
15,24.588069915771484,2.0650088787078857
