,0,1
0,31.15567398071289,2.943195343017578
1,29.598876953125,2.7915053367614746
2,28.648971557617188,2.659022808074951
3,28.05980110168457,2.598987102508545
4,27.596981048583984,2.513951063156128
5,27.091527938842773,2.4560039043426514
6,26.587182998657227,2.445214033126831
7,26.168848037719727,2.478607416152954
8,25.859525680541992,2.4525232315063477
9,25.535768508911133,2.42400860786438
10,25.28559684753418,2.3974170684814453
11,25.0797176361084,2.3633697032928467
12,24.886999130249023,2.239760160446167
13,24.692548751831055,2.162363052368164
14,24.58065414428711,2.1499898433685303
15,24.484756469726562,2.1289260387420654
